CTEQ,EANCF,YCKBA,
a1,1,0,
a2,0,0,
a3,1,1,
a4,1,2,
a5,1,2,
a6,Yes,0,
CTUQ,EANCF,
a1,0,
a2,1,
a3,1,
a4,1,
a5,0,
a6,Yes,
CTHQ,EANCF,
a1,1,
a2,1,
a3,1,
a4,0,
a5,1,
a6,Yes,
